; Sample Rate 11250
; Channels 1
0 0
8.88889e-05 0.0334929
0.000177778 0.0668814
0.000266667 0.100061
0.000355556 0.132929
0.000444444 0.165382
0.000533333 0.19732
0.000622222 0.228642
0.000711111 0.259251
0.0008 0.289052
0.000888889 0.317952
0.000977778 0.345859
0.00106667 0.372689
0.00115556 0.398356
0.00124444 0.422781
0.00133333 0.445887
0.00142222 0.467603
0.00151111 0.48786
0.0016 0.506597
0.00168889 0.523753
0.00177778 0.539276
0.00186667 0.553118
0.00195556 0.565234
0.00204444 0.575588
0.00213333 0.584147
0.00222222 0.590885
0.00231111 0.595779
0.0024 0.598816
0.00248889 0.599985
0.00257778 0.599284
0.00266667 0.596713
0.00275556 0.592282
0.00284444 0.586003
0.00293333 0.577898
0.00302222 0.56799
0.00311111 0.55631
0.0032 0.542896
0.00328889 0.527789
0.00337778 0.511036
0.00346667 0.492689
0.00355556 0.472806
0.00364444 0.451449
0.00373333 0.428684
0.00382222 0.404581
0.00391111 0.379218
0.004 0.352671
0.00408889 0.325025
0.00417778 0.296365
0.00426667 0.266781
0.00435556 0.236365
0.00444444 0.205212
0.00453333 0.173419
0.00462222 0.141085
0.00471111 0.108311
0.0048 0.0751998
0.00488889 0.0418539
0.00497778 0.00837719
0.00506667 -0.0251254
0.00515556 -0.0585498
0.00524444 -0.0917915
0.00533333 -0.124747
0.00542222 -0.157313
0.00551111 -0.189389
0.0056 -0.220875
0.00568889 -0.251671
0.00577778 -0.281683
0.00586667 -0.310816
0.00595556 -0.33898
0.00604444 -0.366087
0.00613333 -0.392052
0.00622222 -0.416795
0.00631111 -0.440238
0.0064 -0.462308
0.00648889 -0.482936
0.00657778 -0.502059
0.00666667 -0.519615
0.00675556 -0.535552
0.00684444 -0.549818
0.00693333 -0.562369
0.00702222 -0.573167
0.00711111 -0.582177
0.0072 -0.589372
0.00728889 -0.594729
0.00737778 -0.598232
0.00746667 -0.599868
0.00755556 -0.599634
0.00764444 -0.597531
0.00773333 -0.593563
0.00782222 -0.587745
0.00791111 -0.580094
0.008 -0.570634
0.00808889 -0.559394
0.00817778 -0.54641
0.00826667 -0.531722
0.00835556 -0.515376
0.00844444 -0.497423
0.00853333 -0.477918
0.00862222 -0.456923
0.00871111 -0.434503
0.0088 -0.410728
0.00888889 -0.385672
0.00897778 -0.359414
0.00906667 -0.332035
0.00915556 -0.30362
0.00924444 -0.274259
0.00933333 -0.244042
0.00942222 -0.213064
0.00951111 -0.181422
0.0096 -0.149214
0.00968889 -0.116541
0.00977778 -0.0835038
0.00986667 -0.0502066
0.00995556 -0.0167528
0.0100444 0.0167529
0.0101333 0.0502067
0.0102222 0.083504
0.0103111 0.116541
0.0104 0.149214
0.0104889 0.181422
0.0105778 0.213064
0.0106667 0.244042
0.0107556 0.274259
0.0108444 0.30362
0.0109333 0.332035
0.0110222 0.359414
0.0111111 0.385673
0.0112 0.410728
0.0112889 0.434503
0.0113778 0.456923
0.0114667 0.477918
0.0115556 0.497423
0.0116444 0.515376
0.0117333 0.531722
0.0118222 0.54641
0.0119111 0.559394
0.012 0.570634
0.0120889 0.580094
0.0121778 0.587745
0.0122667 0.593563
0.0123556 0.597531
0.0124444 0.599634
0.0125333 0.599868
0.0126222 0.598232
0.0127111 0.594729
0.0128 0.589372
0.0128889 0.582177
0.0129778 0.573167
0.0130667 0.562369
0.0131556 0.549818
0.0132444 0.535551
0.0133333 0.519615
0.0134222 0.502058
0.0135111 0.482936
0.0136 0.462308
0.0136889 0.440238
0.0137778 0.416795
0.0138667 0.392052
0.0139556 0.366087
0.0140444 0.33898
0.0141333 0.310816
0.0142222 0.281683
0.0143111 0.251671
0.0144 0.220875
0.0144889 0.189389
0.0145778 0.157313
0.0146667 0.124747
0.0147556 0.0917911
0.0148444 0.0585497
0.0149333 0.0251253
0.0150222 -0.00837753
0.0151111 -0.0418542
0.0152 -0.0751999
0.0152889 -0.108312
0.0153778 -0.141085
0.0154667 -0.173419
0.0155556 -0.205212
0.0156444 -0.236365
0.0157333 -0.266781
0.0158222 -0.296365
0.0159111 -0.325025
0.016 -0.352671
0.0160889 -0.379218
0.0161778 -0.404582
0.0162667 -0.428684
0.0163556 -0.451449
0.0164444 -0.472807
0.0165333 -0.49269
0.0166222 -0.511036
0.0167111 -0.527789
0.0168 -0.542896
0.0168889 -0.55631
0.0169778 -0.56799
0.0170667 -0.577898
0.0171556 -0.586003
0.0172444 -0.592282
0.0173333 -0.596713
0.0174222 -0.599284
0.0175111 -0.599985
0.0176 -0.598816
0.0176889 -0.595779
0.0177778 -0.590885
0.0178667 -0.584147
0.0179556 -0.575588
